日付,時間,測定回数,装置id,温度,湿度,light(ルクス),電圧
2004-03-10,01:59:37.301036,31803,45,21.9386,40.6355,0.46,2.59354
2004-03-10,01:59:38.120494,31803,23,22.5658,40.5004,0.92,2.57108
2004-03-10,01:59:38.899408,31803,10,21.3016,44.7137,0.92,2.57108
2004-03-10,01:59:39.055833,31803,30,21.7132,43.3858,0.92,2.58226
2004-03-10,01:59:39.477731,31803,7,21.6152,43.2858,0.46,2.58226
2004-03-10,01:59:40.442864,31803,6,21.6348,43.2525,0.92,2.54901
2004-03-10,01:59:42.095767,31803,35,21.9484,44.4488,0.92,2.52732
2004-03-10,01:59:42.952642,31803,50,20.9096,43.5855,0.46,2.58226
2004-03-10,01:59:43.136857,31803,47,21.87,42.3505,0.46,2.58226
2004-03-10,01:59:58.059344,31804,25,22.36,40.3652,0.46,2.59354
2004-03-10,01:59:58.460581,31804,47,21.8798,42.317,0.46,2.58226
2004-03-10,01:59:58.960121,31804,21,22.6834,39.9591,3.68,2.57108
2004-03-10,01:59:58.960307,31804,27,22.3404,41.7469,0.46,2.59354
2004-03-10,01:59:59.331208,31804,34,21.3408,44.0508,0.92,2.58226
2004-03-10,01:59:59.983638,31804,22,22.3208,40.9055,1.84,2.49546
2004-03-10,02:00:00.128897,31804,42,21.7328,42.384,0.46,2.58226
2004-03-10,02:00:00.375157,31804,33,21.5956,42.6516,0.92,2.59354
2004-03-10,02:00:00.728309,31804,36,21.8014,44.6144,0.92,2.57108
2004-03-10,02:00:01.512736,31804,23,22.556,40.568,0.92,2.58226
2004-03-10,02:00:01.54647,31804,48,21.8602,41.3771,0.46,2.59354
2004-03-10,02:00:01.7702,31804,37,22.2228,45.0773,5.98,2.53812
2004-03-10,02:00:02.766512,31804,26,22.066,42.6516,0.46,2.58226
2004-03-10,02:00:03.172269,31804,46,21.9484,41.2425,1.38,2.41431
2004-03-10,02:00:03.611722,31804,6,21.6348,43.2525,0.92,2.54901
2004-03-10,02:00:04.806559,31804,35,21.9386,44.4819,0.92,2.53812
2004-03-10,02:00:07.186645,31804,30,21.7034,43.3858,0.92,2.58226
2004-03-10,02:00:07.911601,31804,31,21.7818,43.2525,0.92,2.58226
2004-03-10,02:00:08.786707,31804,43,21.9876,41.6797,0.46,2.58226
2004-03-10,02:00:09.208564,31804,18,122.153,-3.91901,0.46,2.29313
2004-03-10,02:00:10.243982,31804,51,21.968,40.8381,0.46,2.58226
2004-03-10,02:00:11.606814,31804,24,22.1444,41.478,0.92,2.59354
2004-03-10,02:00:12.02681,31804,7,21.6152,43.3191,0.46,2.58226
2004-03-10,02:00:12.911533,31804,19,22.5364,40.3652,0.46,2.58226
2004-03-10,02:00:13.733123,31804,45,21.9386,40.6018,0.46,2.59354
2004-03-10,02:00:14.189528,31804,3,21.8112,42.7185,2.3,2.58226
2004-03-10,02:00:14.602406,31804,2,21.9778,42.9856,0.92,2.57108
2004-03-10,02:00:15.529201,31804,1,21.5956,42.7185,0.46,2.59354
2004-03-10,02:00:15.729758,31804,40,22.0268,42.0489,0.92,2.59354
2004-03-10,02:00:16.146957,31804,20,22.3796,41.9147,0.46,2.58226
2004-03-10,02:00:16.63657,31804,12,20.4098,45.7366,0.92,2.57108
2004-03-10,02:00:17.111492,31805,16,21.2624,44.3162,0.92,2.54901
2004-03-10,02:00:18.328824,31804,17,22.2228,41.1078,0.46,2.49546
2004-03-10,02:00:19.28902,31804,32,21.3506,43.918,1.84,2.57108
2004-03-10,02:00:19.949627,31804,11,20.9096,45.7366,0.92,2.56
2004-03-10,02:00:28.215544,31806,16,21.2624,44.4488,0.92,2.54901
2004-03-10,02:00:29.006341,31805,30,21.7132,43.3525,0.92,2.58226
2004-03-10,02:00:29.192137,31805,36,21.772,44.7137,0.92,2.57108
2004-03-10,02:00:29.807466,31805,7,21.6152,43.3191,0.46,2.58226
2004-03-10,02:00:30.032243,31805,29,22.066,42.116,0.46,2.58226
2004-03-10,02:00:30.512872,31805,38,21.7328,42.25,4.14,2.56
2004-03-10,02:00:30.872409,31805,19,22.5462,40.3652,0.46,2.58226
2004-03-10,02:00:32.153106,31805,51,21.968,40.8043,0.46,2.58226
2004-03-10,02:00:32.382437,31805,22,22.3208,40.7706,1.38,2.49546
2004-03-10,02:00:33.267526,31805,26,22.0464,42.5847,0.46,2.58226
2004-03-10,02:00:34.047555,31805,44,21.821,41.6461,0.46,2.59354
2004-03-10,02:00:34.332384,31805,34,21.3408,44.1172,0.92,2.58226
2004-03-10,02:00:34.41311,31805,33,21.6054,42.685,0.92,2.59354
2004-03-10,02:00:34.489444,31805,23,22.5462,40.568,0.92,2.58226
2004-03-10,02:00:35.065365,31805,45,21.9288,40.6355,0.46,2.59354
2004-03-10,02:00:35.249898,31805,37,22.2032,45.1103,5.98,2.53812
2004-03-10,02:00:35.709467,31805,17,22.213,41.0741,0.46,2.48502
2004-03-10,02:00:36.49474,31805,25,22.36,40.2976,0.46,2.58226
2004-03-10,02:00:36.56768,31805,32,21.3506,43.918,1.84,2.58226
2004-03-10,02:00:36.990646,31805,42,21.7426,42.317,0.46,2.58226
2004-03-10,02:00:37.157866,31805,10,21.3016,44.6806,0.92,2.57108
2004-03-10,02:00:37.390483,31805,31,21.772,43.3191,0.92,2.58226
2004-03-10,02:00:37.592815,31805,21,22.6736,39.9591,3.68,2.58226
2004-03-10,02:00:37.94993,31805,46,21.9386,41.3435,1.38,2.42416
2004-03-10,02:00:38.467703,31805,2,21.9778,43.0524,0.92,2.56
2004-03-10,02:00:38.552709,31805,20,22.3796,41.9147,0.46,2.59354
2004-03-10,02:00:39.412855,31805,3,21.8112,42.7185,2.3,2.58226
2004-03-10,02:00:39.42773,31805,11,20.9096,45.7037,0.92,2.56
2004-03-10,02:00:40.069894,31805,47,21.8602,42.2835,0.46,2.58226
2004-03-10,02:00:40.773853,31805,1,21.5858,42.7185,0.46,2.58226
2004-03-10,02:00:42.607935,31805,50,20.89,43.5855,0.46,2.58226
2004-03-10,02:00:42.72785,31805,35,21.9288,44.4819,0.92,2.53812
2004-03-10,02:00:44.127883,31805,4,21.9778,43.0524,1.84,2.52732
2004-03-10,02:00:45.290885,31805,6,21.625,43.2525,0.92,2.54901
2004-03-10,02:00:58.054291,31806,25,22.36,40.2976,0.46,2.59354
2004-03-10,02:00:58.130849,31806,27,22.3502,41.7133,0.46,2.59354
2004-03-10,02:00:58.250935,31806,30,21.6936,43.3858,0.92,2.59354
2004-03-10,02:00:58.368556,31806,45,21.9288,40.6355,0.46,2.58226
2004-03-10,02:00:59.072327,31806,34,21.3408,44.0508,0.92,2.58226
2004-03-10,02:00:59.353767,31806,48,21.8504,41.3771,0.46,2.59354
2004-03-10,02:01:00.368445,31806,24,22.1248,41.4444,0.92,2.58226
2004-03-10,02:01:00.748114,31806,31,21.7524,43.2858,0.92,2.58226
2004-03-10,02:01:00.808457,31806,18,122.153,-3.91901,0.46,2.30202
2004-03-10,02:01:01.480977,31806,37,22.2032,45.0773,5.52,2.52732
2004-03-10,02:01:03.008167,31806,12,20.4196,45.7037,0.92,2.56
2004-03-10,02:01:04.117379,31806,11,20.89,45.7037,0.92,2.54901
2004-03-10,02:01:05.069238,31806,42,21.723,42.317,0.46,2.58226
2004-03-10,02:01:05.875783,31806,26,22.0464,42.5513,0.46,2.58226
2004-03-10,02:01:06.016452,31806,50,20.89,43.6521,0.46,2.58226
2004-03-10,02:01:06.228644,31806,29,22.066,42.116,0.46,2.59354
2004-03-10,02:01:06.911754,31806,20,22.3796,41.9483,0.46,2.59354
2004-03-10,02:01:06.914116,31806,2,21.968,42.9856,0.92,2.57108
2004-03-10,02:01:07.388676,31806,47,21.8602,42.25,0.46,2.58226
2004-03-10,02:01:07.819234,31806,7,21.6152,43.2525,0.46,2.58226
2004-03-10,02:01:08.033407,31806,21,22.654,39.9591,3.68,2.58226
2004-03-10,02:01:08.255955,31806,43,21.9876,41.6461,0.46,2.59354
2004-03-10,02:01:08.816273,31806,4,21.9778,42.9856,1.84,2.52732
2004-03-10,02:01:09.242386,31806,38,21.723,42.25,4.14,2.56
2004-03-10,02:01:09.328745,31806,51,21.9484,40.8381,0.46,2.59354
2004-03-10,02:01:10.055837,31806,33,21.5858,42.685,0.92,2.59354
2004-03-10,02:01:10.274451,31806,19,22.5462,40.3652,0.46,2.58226
2004-03-10,02:01:11.514469,31806,35,21.9288,44.4819,0.92,2.54901
2004-03-10,02:01:11.977755,31806,40,22.017,42.0489,0.92,2.58226
2004-03-10,02:01:14.10566,31806,1,21.5956,42.6516,0.46,2.59354
2004-03-10,02:01:14.188995,31806,44,21.8308,41.6797,0.46,2.59354
2004-03-10,02:01:15.197102,31806,3,21.8112,42.7185,2.3,2.59354
2004-03-10,02:01:16.028974,31806,23,22.5364,40.568,0.92,2.58226
2004-03-10,02:01:16.557064,31806,6,21.6348,43.2525,0.92,2.54901
2004-03-10,02:01:18.64673,31807,16,21.282,44.4488,0.92,2.54901
2004-03-10,02:01:27.963583,31807,22,22.311,40.8381,1.38,2.49546
2004-03-10,02:01:28.130755,31807,27,22.3306,41.7133,0.46,2.59354
2004-03-10,02:01:28.243931,31807,23,22.5364,40.6018,0.92,2.58226
2004-03-10,02:01:28.29743,31807,36,21.7916,44.6475,0.92,2.58226
2004-03-10,02:01:29.901005,31807,24,22.1346,41.4444,0.92,2.59354
2004-03-10,02:01:30.030591,31807,48,21.8504,41.3771,0.46,2.59354
2004-03-10,02:01:31.215054,31807,51,21.9582,40.8381,0.46,2.58226
2004-03-10,02:01:31.299511,31807,31,21.7818,43.2858,0.92,2.58226
2004-03-10,02:01:32.265247,31807,37,22.1836,45.1103,5.98,2.53812
2004-03-10,02:01:32.48505,31807,29,22.066,42.116,0.46,2.58226
2004-03-10,02:01:32.654211,31807,32,21.3408,43.918,1.84,2.57108
2004-03-10,02:01:33.34474,31807,30,21.7132,43.3191,0.92,2.58226
2004-03-10,02:01:33.559589,31807,4,21.968,42.9856,1.84,2.53812
2004-03-10,02:01:34.765405,31807,45,21.9288,40.6355,0.46,2.58226
2004-03-10,02:01:35.741933,31807,46,21.9288,41.3435,1.38,2.42416
2004-03-10,02:01:35.85966,31807,18,122.153,-3.91901,0.46,2.29313
2004-03-10,02:01:35.94429,31807,11,20.89,45.7366,0.92,2.56
2004-03-10,02:01:36.822211,31807,52,21.6054,42.384,0.92,2.56
2004-03-10,02:01:36.822408,31807,21,22.6736,39.9591,3.68,2.57108
2004-03-10,02:01:37.169606,31807,10,21.282,44.7137,0.92,2.57108
2004-03-10,02:01:37.842369,31807,17,22.1934,41.1414,0.46,2.48502
2004-03-10,02:01:38.574977,31807,7,21.6152,43.2525,0.46,2.58226
2004-03-10,02:01:38.921901,31807,47,21.8504,42.317,0.46,2.58226
2004-03-10,02:01:39.536887,31807,38,21.7132,42.25,4.14,2.56
2004-03-10,02:01:39.959838,31807,43,21.9876,41.6461,0.46,2.58226
2004-03-10,02:01:40.70174,31807,20,22.36,41.9483,0.46,2.59354
2004-03-10,02:01:40.906026,31807,34,21.3114,44.084,0.92,2.58226
2004-03-10,02:01:40.965775,31807,41,21.8798,42.183,0.46,2.57108
2004-03-10,02:01:41.604807,31807,25,22.36,40.2976,0.46,2.59354
2004-03-10,02:01:42.10524,31807,44,21.8112,41.5789,0.46,2.59354
2004-03-10,02:01:42.955024,31807,42,21.723,42.3505,0.46,2.58226
2004-03-10,02:01:43.783462,31807,2,21.968,42.9856,0.92,2.57108
2004-03-10,02:01:43.942165,31807,33,21.5858,42.7185,0.92,2.59354
2004-03-10,02:01:44.7221,31807,35,21.919,44.4819,0.92,2.54901
2004-03-10,02:01:49.080103,31807,1,21.5858,42.6182,0.46,2.59354
2004-03-10,02:01:49.405102,31807,3,21.8112,42.7185,2.3,2.59354
2004-03-10,02:01:58.045488,31808,20,22.3698,41.9147,0.46,2.59354
2004-03-10,02:01:58.155661,31808,24,22.1248,41.478,0.92,2.59354
2004-03-10,02:01:58.875636,31808,43,21.968,41.6461,0.46,2.58226
2004-03-10,02:01:58.975475,31808,17,22.2032,41.1751,0.46,2.49546
2004-03-10,02:01:59.761913,31808,22,22.311,40.8381,1.38,2.49546
2004-03-10,02:01:59.939026,31808,48,21.8406,41.3771,0.46,2.60491
2004-03-10,02:02:00.061119,31808,34,21.3212,44.1172,0.92,2.58226
2004-03-10,02:02:01.050511,31808,52,21.576,42.384,0.92,2.56
2004-03-10,02:02:01.21737,31808,32,21.331,43.8848,1.84,2.57108
2004-03-10,02:02:01.555454,31808,26,22.0464,42.5847,0.46,2.58226
2004-03-10,02:02:02.824352,31808,18,122.153,-3.91901,0.46,2.30202
2004-03-10,02:02:02.896158,31808,41,21.8602,42.116,0.46,2.58226
2004-03-10,02:02:02.974369,31808,7,21.6152,43.2525,0.46,2.58226
2004-03-10,02:02:03.878702,31808,47,21.8406,42.2835,0.46,2.58226
2004-03-10,02:02:04.121678,31808,33,21.5662,42.7185,0.92,2.59354
2004-03-10,02:02:04.777977,31808,36,21.772,44.7137,0.92,2.58226
2004-03-10,02:02:04.934437,31808,3,21.8112,42.6182,2.3,2.59354
2004-03-10,02:02:05.958661,31808,23,22.5462,40.568,0.92,2.58226
2004-03-10,02:02:06.010688,31808,38,21.723,42.25,4.14,2.56
2004-03-10,02:02:06.335483,31808,4,21.9778,42.9856,1.84,2.53812
2004-03-10,02:02:07.337162,31808,45,21.919,40.6355,0.46,2.58226
2004-03-10,02:02:08.25077,31808,51,21.9484,40.8381,0.46,2.58226
2004-03-10,02:02:08.496017,31808,19,22.5364,40.3652,0.46,2.57108
2004-03-10,02:02:09.196954,31808,21,22.6638,39.9591,3.68,2.58226
2004-03-10,02:02:09.254088,31808,44,21.8112,41.6125,0.46,2.59354
2004-03-10,02:02:09.737772,31808,2,21.968,43.0858,0.92,2.57108
2004-03-10,02:02:10.097417,31808,40,22.017,41.9818,0.92,2.58226
2004-03-10,02:02:10.098783,31808,25,22.3404,40.2976,0.46,2.59354
2004-03-10,02:02:10.722614,31808,31,21.772,43.2525,0.92,2.58226
2004-03-10,02:02:11.410926,31808,37,22.1836,45.1103,5.98,2.53812
2004-03-10,02:02:11.899364,31808,35,21.8994,44.5151,0.92,2.53812
2004-03-10,02:02:12.010919,31808,27,22.3208,41.7133,0.46,2.59354
2004-03-10,02:02:14.170971,31808,30,21.6936,43.3191,0.92,2.58226
2004-03-10,02:02:14.559551,31808,1,21.5858,42.5847,0.46,2.59354
2004-03-10,02:02:15.389119,31808,10,21.2722,44.7137,0.92,2.57108
2004-03-10,02:02:15.981191,31808,6,21.6152,43.2525,0.92,2.54901
2004-03-10,02:02:27.889516,31809,27,22.3306,41.6797,0.46,2.59354
2004-03-10,02:02:28.110712,31809,25,22.3502,40.2976,0.46,2.58226
2004-03-10,02:02:28.746648,31809,19,22.5364,40.3652,0.46,2.58226
2004-03-10,02:02:29.150211,31809,38,21.723,42.183,4.14,2.56
2004-03-10,02:02:30.501551,31809,40,22.0072,41.9818,0.92,2.58226
2004-03-10,02:02:31.501553,31809,23,22.5364,40.568,0.92,2.58226
2004-03-10,02:02:31.663823,31809,51,21.9386,40.9055,0.46,2.59354
2004-03-10,02:02:32.566456,31809,21,22.654,39.9591,3.68,2.58226
2004-03-10,02:02:32.632779,31809,36,21.7622,44.7137,0.92,2.58226
2004-03-10,02:02:33.561622,31809,18,122.153,-3.91901,0.46,2.30202
2004-03-10,02:02:33.988492,31809,37,22.1738,45.1103,5.98,2.53812
2004-03-10,02:02:34.487599,31809,20,22.36,41.9483,0.46,2.59354
2004-03-10,02:02:34.823805,31809,44,21.8112,41.7133,0.46,2.58226
2004-03-10,02:02:35.506506,31809,32,21.3212,43.8848,1.84,2.57108
2004-03-10,02:02:36.283603,31810,16,21.2232,44.5151,0.92,2.54901
2004-03-10,02:02:36.868879,31809,34,21.3114,44.1172,0.92,2.58226
2004-03-10,02:02:37.029058,31809,26,22.0366,42.5847,0.46,2.58226
2004-03-10,02:02:37.869035,31809,11,20.8802,45.7695,0.92,2.56
2004-03-10,02:02:38.106796,31809,22,22.311,40.7031,1.38,2.49546
2004-03-10,02:02:38.421787,31809,42,21.7132,42.384,0.46,2.58226
2004-03-10,02:02:39.268937,31809,2,21.968,43.1525,0.92,2.58226
2004-03-10,02:02:40.38574,31809,30,21.6936,43.3191,0.92,2.58226
2004-03-10,02:02:41.225848,31809,7,21.6054,43.2525,0.46,2.58226
2004-03-10,02:02:42.084086,31809,46,21.9484,41.3771,1.38,2.42416
2004-03-10,02:02:42.253386,31809,29,22.0464,42.116,0.46,2.59354
2004-03-10,02:02:42.25461,31809,3,21.8014,42.6516,2.3,2.59354
2004-03-10,02:02:43.181962,31809,47,21.8504,42.317,0.46,2.58226
2004-03-10,02:02:43.607903,31809,35,21.8896,44.5482,0.92,2.53812
2004-03-10,02:02:43.72904,31809,12,20.4,45.7037,0.92,2.56
2004-03-10,02:02:44.12961,31809,45,21.8994,40.6693,0.46,2.59354
2004-03-10,02:02:44.452513,31809,33,21.5564,42.7185,0.92,2.59354
2004-03-10,02:02:45.066983,31809,1,21.5956,42.5178,0.46,2.59354
2004-03-10,02:02:45.12932,31809,48,21.8308,41.3435,0.46,2.59354
2004-03-10,02:02:45.827048,31809,24,22.1248,41.4444,0.92,2.59354
2004-03-10,02:02:45.965095,31809,43,21.968,41.6125,0.46,2.59354
2004-03-10,02:02:58.198892,31810,21,22.6344,39.9929,3.68,2.57108
2004-03-10,02:02:58.382462,31810,32,21.3212,43.918,1.84,2.57108
2004-03-10,02:02:58.502477,31810,36,21.7524,44.6806,0.92,2.58226
2004-03-10,02:02:59.040228,31810,22,22.311,40.7706,1.38,2.49546
2004-03-10,02:02:59.759812,31810,47,21.8406,42.317,0.46,2.58226
2004-03-10,02:03:00.782572,31810,41,21.8602,42.0824,0.46,2.57108
2004-03-10,02:03:01.0653,31810,17,22.2032,41.1078,0.46,2.49546
2004-03-10,02:03:01.302578,31810,31,21.7622,43.2525,0.92,2.58226
2004-03-10,02:03:01.905742,31810,38,21.7132,42.25,4.14,2.56
2004-03-10,02:03:02.082603,31810,23,22.5364,40.5342,0.92,2.58226
2004-03-10,02:03:03.331381,31810,51,21.9288,40.8718,0.46,2.59354
2004-03-10,02:03:03.410106,31810,11,20.8802,45.7695,0.92,2.54901
2004-03-10,02:03:04.242673,31810,46,21.9288,41.3098,1.38,2.42416
2004-03-10,02:03:04.84996,31810,6,21.5956,43.2858,0.92,2.54901
2004-03-10,02:03:05.16464,31810,37,22.1738,45.1103,5.98,2.53812
2004-03-10,02:03:05.587867,31810,18,122.153,-3.91901,0.46,2.30202
2004-03-10,02:03:06.304906,31810,44,21.8112,41.6461,0.46,2.58226
2004-03-10,02:03:07.248273,31810,48,21.821,41.3771,0.46,2.60491
2004-03-10,02:03:07.94037,31810,19,22.5266,40.3652,0.46,2.58226
2004-03-10,02:03:08.56285,31810,10,21.2722,44.7137,0.92,2.56
2004-03-10,02:03:08.782828,31810,20,22.36,41.9483,0.46,2.59354
2004-03-10,02:03:09.590098,31810,33,21.5564,42.7185,0.92,2.59354
2004-03-10,02:03:09.706379,31810,39,22.262,42.9856,4.14,2.59354
2004-03-10,02:03:10.446094,31810,35,21.8994,44.5151,0.92,2.53812
2004-03-10,02:03:10.526873,31810,2,21.968,43.1191,0.92,2.57108
2004-03-10,02:03:10.724824,31810,26,22.0268,42.5513,0.46,2.58226
2004-03-10,02:03:11.720732,31811,16,21.2232,44.4488,0.92,2.54901
2004-03-10,02:03:12.328953,31810,7,21.6152,43.1858,0.46,2.58226
2004-03-10,02:03:12.524874,31810,24,22.1052,41.4444,0.92,2.59354
2004-03-10,02:03:14.285833,31810,3,21.8112,42.6516,2.3,2.58226
2004-03-10,02:03:28.275255,31811,32,21.3114,43.918,1.84,2.57108
2004-03-10,02:03:28.322021,31811,38,21.7034,42.25,4.14,2.56
2004-03-10,02:03:29.056488,31811,22,22.2914,40.7706,1.38,2.49546
2004-03-10,02:03:29.063544,31811,36,21.7328,44.7137,0.92,2.58226
2004-03-10,02:03:29.608948,31811,47,21.8504,42.317,0.46,2.58226
2004-03-10,02:03:30.353108,31811,2,21.968,43.1191,0.92,2.57108
2004-03-10,02:03:30.773465,31811,48,21.8308,41.3771,0.46,2.59354
2004-03-10,02:03:31.303614,31811,17,22.2228,41.1078,0.46,2.49546
2004-03-10,02:03:31.425989,31811,51,21.919,40.9392,0.46,2.58226
2004-03-10,02:03:31.443611,31811,35,21.8798,44.4819,0.92,2.53812
2004-03-10,02:03:32.468925,31811,45,21.9092,40.6355,0.46,2.59354
2004-03-10,02:03:32.823653,31811,18,122.153,-3.91901,0.46,2.29313
2004-03-10,02:03:33.203679,31811,39,22.2424,43.0524,4.14,2.59354
2004-03-10,02:03:33.768797,31811,4,21.9582,43.0858,1.84,2.52732
2004-03-10,02:03:33.783687,31811,23,22.5364,40.5004,0.92,2.58226
2004-03-10,02:03:34.908866,31811,19,22.5364,40.3652,0.46,2.58226
2004-03-10,02:03:35.691367,31811,21,22.6344,39.9591,3.68,2.57108
2004-03-10,02:03:35.783752,31811,46,21.9288,41.2761,1.38,2.42416
2004-03-10,02:03:36.659605,31811,20,22.3502,41.9818,0.46,2.59354
2004-03-10,02:03:36.86942,31811,40,21.9974,41.9818,0.92,2.58226
2004-03-10,02:03:37.363817,31811,11,20.89,45.7695,0.92,2.56
2004-03-10,02:03:37.586578,31811,33,21.5466,42.7519,0.92,2.59354
2004-03-10,02:03:37.629023,31811,27,22.3208,41.6461,0.46,2.59354
2004-03-10,02:03:38.369267,31811,29,22.0366,42.116,0.46,2.58226
2004-03-10,02:03:39.311456,31811,37,22.1542,45.1103,5.98,2.53812
2004-03-10,02:03:40.366058,31811,50,20.841,43.6188,0.46,2.58226
2004-03-10,02:03:40.447583,31812,16,21.2232,44.5151,0.92,2.53812
2004-03-10,02:03:40.699042,31811,1,21.5956,42.5178,0.46,2.59354
2004-03-10,02:03:41.161678,31811,3,21.8112,42.6516,2.3,2.58226
2004-03-10,02:03:41.698984,31811,43,21.9582,41.6461,0.46,2.59354
2004-03-10,02:03:41.783953,31811,25,22.3502,40.2976,0.46,2.59354
2004-03-10,02:03:44.105686,31811,30,21.6838,43.3191,0.92,2.58226
2004-03-10,02:03:44.781142,31811,7,21.6152,43.1858,0.46,2.58226
2004-03-10,02:03:58.261574,31812,31,21.7524,43.2191,0.92,2.58226
2004-03-10,02:03:58.494512,31812,19,22.5364,40.3314,0.46,2.57108
2004-03-10,02:03:59.203647,31812,32,21.3016,43.8848,1.84,2.57108
2004-03-10,02:03:59.266659,31812,45,21.9092,40.7031,0.46,2.59354
2004-03-10,02:03:59.359906,31812,24,22.1052,41.4444,0.92,2.59354
2004-03-10,02:03:59.660578,31812,37,22.1542,45.1433,5.98,2.52732
2004-03-10,02:04:00.399526,31812,29,22.0366,42.116,0.46,2.58226
2004-03-10,02:04:02.258212,31812,26,22.0366,42.5847,0.46,2.58226
2004-03-10,02:04:02.274666,31812,34,21.282,44.1172,0.92,2.57108
2004-03-10,02:04:02.759476,31812,40,21.9876,41.9483,0.92,2.58226
2004-03-10,02:04:04.02516,31812,10,21.2722,44.7467,0.92,2.57108
2004-03-10,02:04:04.13658,31812,17,22.213,41.0404,0.46,2.49546
2004-03-10,02:04:04.39473,31812,33,21.5368,42.7519,0.92,2.59354
2004-03-10,02:04:04.580823,31812,44,21.8112,41.5789,0.46,2.59354
2004-03-10,02:04:04.902568,31812,25,22.3404,40.2976,0.46,2.59354
2004-03-10,02:04:05.442796,31812,46,21.9288,41.2425,1.38,2.41431
2004-03-10,02:04:06.137674,31812,7,21.6054,43.1858,0.46,2.58226
2004-03-10,02:04:07.833689,31812,21,22.6344,39.9929,3.68,2.57108
2004-03-10,02:04:07.874893,31812,43,21.9582,41.6461,0.46,2.58226
2004-03-10,02:04:09.040116,31812,36,21.7426,44.7798,0.92,2.58226
2004-03-10,02:04:09.614928,31812,4,21.9484,43.0524,1.84,2.52732
2004-03-10,02:04:09.724919,31813,16,21.2036,44.5151,0.92,2.54901
2004-03-10,02:04:09.934921,31812,47,21.8308,42.25,0.46,2.58226
2004-03-10,02:04:10.259978,31812,39,22.2424,42.9856,4.14,2.59354
2004-03-10,02:04:10.801462,31812,48,21.8308,41.3771,0.46,2.60491
2004-03-10,02:04:11.228314,31812,30,21.6838,43.3191,0.92,2.58226
2004-03-10,02:04:11.254972,31812,6,21.6054,43.2191,0.92,2.54901
2004-03-10,02:04:12.175,31812,2,21.9778,43.0524,0.92,2.57108
2004-03-10,02:04:13.078253,31812,27,22.3208,41.6797,0.46,2.59354
2004-03-10,02:04:13.295039,31812,23,22.5168,40.5342,0.92,2.58226
2004-03-10,02:04:13.860406,31812,35,21.87,44.5151,0.92,2.53812
2004-03-10,02:04:16.497809,31812,18,122.153,-3.91901,0.46,2.30202
2004-03-10,02:04:16.920032,31812,11,20.89,45.7366,0.92,2.56
2004-03-10,02:04:17.500085,31812,20,22.3698,41.9818,0.46,2.59354
2004-03-10,02:04:18.418021,31812,22,22.3012,40.7031,1.38,2.49546
2004-03-10,02:04:28.190947,31813,50,20.8312,43.6853,0.46,2.58226
2004-03-10,02:04:28.433916,31813,37,22.1444,45.1103,5.98,2.52732
2004-03-10,02:04:28.536901,31813,24,22.1052,41.4444,0.92,2.60491
2004-03-10,02:04:29.303002,31813,22,22.3012,40.7706,1.38,2.49546
2004-03-10,02:04:29.495611,31813,46,21.9288,41.3098,1.38,2.42416
2004-03-10,02:04:29.922846,31813,35,21.8798,44.5151,0.92,2.53812
2004-03-10,02:04:30.437869,31813,23,22.5168,40.5342,0.92,2.58226
2004-03-10,02:04:31.386127,31813,7,21.5956,43.2191,0.46,2.58226
2004-03-10,02:04:32.495683,31813,18,122.153,-3.91901,0.46,2.30202
2004-03-10,02:04:33.117831,31813,42,21.7034,42.317,0.46,2.58226
2004-03-10,02:04:33.420927,31813,25,22.3404,40.2976,0.46,2.58226
2004-03-10,02:04:34.071544,31813,51,21.919,40.9055,0.46,2.58226
2004-03-10,02:04:34.961581,31813,31,21.7328,43.2525,0.92,2.58226
2004-03-10,02:04:35.505791,31813,17,22.213,40.9392,0.46,2.48502
2004-03-10,02:04:35.692834,31813,4,21.9582,43.0524,1.84,2.52732
2004-03-10,02:04:35.8458,31813,48,21.8308,41.3771,0.46,2.60491
2004-03-10,02:04:36.131077,31813,1,21.5956,42.5847,0.46,2.59354
2004-03-10,02:04:36.328697,31813,19,22.5364,40.3314,0.46,2.57108
2004-03-10,02:04:36.912922,31813,12,20.3902,45.7695,0.92,2.56
2004-03-10,02:04:37.066144,31813,21,22.6148,39.9929,3.68,2.57108
2004-03-10,02:04:37.233302,31813,36,21.7328,44.7137,0.92,2.57108
2004-03-10,02:04:37.773123,31813,10,21.2428,44.6806,0.92,2.57108
2004-03-10,02:04:37.955856,31813,27,22.311,41.6797,0.46,2.59354
2004-03-10,02:04:38.488714,31813,39,22.2424,42.9856,4.14,2.59354
2004-03-10,02:04:38.847789,31813,30,21.6642,43.3525,0.92,2.58226
2004-03-10,02:04:39.648606,31813,11,20.89,45.7366,0.92,2.56
2004-03-10,02:04:39.649178,31813,44,21.8112,41.5789,0.46,2.59354
2004-03-10,02:04:40.511288,31813,43,21.9484,41.6125,0.46,2.59354
2004-03-10,02:04:40.950923,31813,20,22.3502,41.9818,0.46,2.59354
2004-03-10,02:04:41.419664,31813,6,21.5956,43.2191,0.92,2.54901
2004-03-10,02:04:41.445994,31813,47,21.8308,42.317,0.46,2.58226
2004-03-10,02:04:41.814281,31814,16,21.2036,44.5151,0.92,2.53812
2004-03-10,02:04:42.171574,31813,40,21.9974,41.9818,0.92,2.58226
2004-03-10,02:04:42.186027,31813,34,21.282,44.1172,0.92,2.58226
